Identyfikator pracownika,Imię,Nazwisko,Data urodzenia,Numer telefonu,Identyfikator kontraktu,Uprawnienia do nadzoru,
14058,AGATA,BÖHM,834291129, 1405, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14059,DOMINIKA,MAJEWSKI,83121636104, 1405, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14060,ŁUCJA,SZWAJCAR,602237540, 1405, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14061,DOMINIK,SŁOWAKIEWICZ,7992151981, 1406, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14062,KATARZYNA,ŻYDZIK,6452395295, 1406, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14063,OLIWIA,TUREK,6972800211, 1406, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14064,BARBARA,HOLLAND,7372594780, 1406, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14065,DAWID,KACZMAREK,8261572828, 1406, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14066,JAKUB,ARAB,57112699553, 1406, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14067,ŁUCJA,POLAK,8692496780, 1406, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14068,ŁUCJA,POTOK,6682496993, 1406, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14069,LEONARD,RUMUŃSKI,6771156453, 1406, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14070,MACIEJ,ŻYDOWICZ,7531405345, 1406, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14071,DANUTA,RUSNAK,679167308, 1407, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14072,BARTOSZ,CYGAN,781795371, 1407, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14073,WERONIKA,ŻMUDA,5731033789, 1407, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14074,JADWIGA,MAJEWSKI,6342899433, 1407, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14075,PAWEL,TOPOLSKI,5742969823, 1407, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14076,TYMON,LEWANDOWSKI,6791479167, 1407, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14077,JOLANTA,SZULC,71101362033, 1407, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14078,WERONIKA,SZWAJCARSKI,6662964291, 1407, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14079,PRZEMYSLAW,SZWARC,7110195842, 1407, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14080,ŁUCJA,ŁOTYSZ,55121555071, 1407, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14081,WOJCIECH,PIĄTEK,681718954, 1408, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14082,DOMINIKA,UKRAINIEC,6813161702, 1408, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14083,KAROL,CYGAN,6942280285, 1408, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14084,AGATA,FOGIEL,7962516360, 1408, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14085,KATARZYNA,CICHOCKI,8712193961, 1408, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14086,KAMIL,PRUSEK,5751370092, 1408, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14087,LECH,SZWEDZKI,6472969139, 1408, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14088,ARTUR,SLEZAK,6181728361, 1408, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14089,ALEKANDRA,MILLER,599601816, 1408, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14090,KRYSTYNA,KRAJEWSKI,5641312010, 1408, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14091,OLIWIER,BÖHM,5992733675, 1409, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14092,LECH,TOPOLSKI,811768139, 1409, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14093,WERONIKA,RUS,8381610447, 1409, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14094,KAMIL,WĘGIERSKI,605591505, 1409, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14095,BARBARA,SZLONZAK,8182729410, 1409, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14096,WERONIKA,HALICKI,759360747, 1409, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14097,KRZYSZTOF,ŻMUDZIN,75102781404, 1409, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14098,JADWIGA,SZWEDEK,625267032, 1409, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14099,IZABELA,KĘDZIERSKI,702358652, 1409, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14100,KAROL,ŚLĄZAK,6391940846, 1409, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14101,KAROL,WIŚNIEWSKI,7381477656, 1410, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14102,WOJCIECH,WRÓBEL,7472343597, 1410, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14103,BARBARA,PRUSAK,7311289504, 1410, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14104,ROZALIA,ARABIK,639958424, 1410, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14105,LEONARD,SZLONZAK,7011777715, 1410, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14106,KAROL,PODOLAN,76111922353, 1410, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14107,OLIWIER,CHRUSZCZEWSKI,5611260337, 1410, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14108,MACIEJ,WDOWIAK,8782251784, 1410, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14109,OLIWIER,DOBRUCKI,6521497557, 1410, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14110,BARBARA,MAZURKIEWICZ,8021723724, 1410, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14111,JAKUB,ŻUREK,8871798038, 1411, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14112,KAROL,HOFFMANN,6752826828, 1411, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14113,PRZEMYSLAW,KASZUB,719478133, 1411, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14114,AGATA,SZULC,80101035600, 1411, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14115,MARIUSZ,KOWALSKI,7742067402, 1411, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14116,BARBARA,MAJEWSKI,7281304548, 1411, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14117,DAWID,OLENDER,7983046887, 1411, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14118,TOMASZ,ŁOTYSZ,8361399645, 1411, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14119,KAROL,SLEZAK,78122436834, 1411, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14120,DAMIAN,WOŁYNIAK,8592707059, 1411, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14121,ŁUKASZ,SZWARC,7561944902, 1412, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14122,ARTUR,SZWEDZKI,8410943370, 1412, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14123,GERARD,LEWANDOWSKI,87121234384, 1412, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14124,ROZALIA,TATARCZUK,772196699, 1412, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14125,LECH,KURLANDZKI,677986170, 1412, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14126,DOROTA,WOŹNIAK,5931089879, 1412, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14127,LAURA,TATARCZUK,8941693365, 1412, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14128,DAWID,GAWROŃSKI,62122387158, 1412, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14129,DOROTA,ARABOWICZ,796663484, 1412, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14130,GERARD,MAZURKIEWICZ,5752442861, 1412, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14131,MARTA,PASTERNAK,6321377269, 1413, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14132,GERARD,ŻYDOWICZ,6751621140, 1413, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14133,MACIEJ,MAZUR,7710676014, 1413, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14134,JOLANTA,GALIŃSKI,689596196, 1413, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14135,ALEKANDRA,KURLANDT,6741582615, 1413, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14136,ALEKSANDER,KWIATKOWSKI,7342326991, 1413, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14137,MATEUSZ,SZWEDZIAK,6532489500, 1413, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14138,JACEK,UKRAIŃSKI,59122128234, 1413, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14139,JACEK,PRUSEK,6052932738, 1413, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14140,MARIUSZ,UKRAINIEC,7341197201, 1413, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14141,DAWID,GALIŃSKI,8761006389, 1414, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14142,DOROTA,ARABSKI,797884156, 1414, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14143,TYTUS,WĘGRZYNOWICZ,821765179, 1414, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14144,DONALD,WOŁYNIAK,73112141618, 1414, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14145,MICHAŁ,POLAK,715268354, 1414, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14146,WALDEMAR,HISZPAN,7552842179, 1414, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14147,DANUTA,CZESKI,7032348149, 1414, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14148,ŁUKASZ,RUMUŃSKI,8921240517, 1414, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14149,TYMON,KAŁUŻA,7042876507, 1414, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14150,DAMIAN,POLACZEK,70102399647, 1414, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14151,KATARZYNA,PRUSIK,81102232788, 1415, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14152,MARIUSZ,PRUSEK,59112896094, 1415, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14153,PAWEL,TATARCZYK,787836567, 1415, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14154,AGATA,SLEZAK,894499607, 1415, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14155,WOJCIECH,GAL,6611328651, 1415, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14156,MICHAŁ,CZESKI,8912121941, 1415, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14157,ARTUR,SZWEDOWSKI,6751173249, 1415, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14158,JACEK,SŁOWIAKOWSKI,9062153680, 1415, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14159,TOMASZ,RUMUŃSKI,69101434894, 1415, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14160,JOLANTA,TURECKI,564335232, 1415, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14161,KATARZYNA,WĘGRZYNOWICZ,59121595141, 1416, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14162,JAKUB,WĘGIERSKI,7732345327, 1416, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14163,JAKUB,SZEWCZYK,5892685863, 1416, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14164,PATRYCJA,SKIBA,5971665081, 1416, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14165,JANUSZ,SOCHA,748904573, 1416, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14166,OLIWIER,RUMUŃSKI,5511520990, 1416, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14167,MARIUSZ,NIEDZIELSKI,5921948467, 1416, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14168,KAROL,KWIECIEŃ,5561568297, 1416, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14169,JACEK,TATARZYN,7041748596, 1416, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14170,KATARZYNA,LAMPARSKA,8132775918, 1416, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14171,ALEKSANDER,PODOLAN,67101224690, 1417, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14172,ŁUKASZ,RUSIN,8122812813, 1417, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14173,LEONARD,MAZUR,5921400489, 1417, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14174,ŁUCJA,SZWED,73111098849, 1417, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14175,OLIWIER,LEWICKI,618943643, 1417, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14176,LECH,LITWINIUK,6332573530, 1417, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14177,TOMASZ,MOSKAL,8692534514, 1417, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14178,KAROL,GÓRSKI,6612103233, 1417, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14179,JADWIGA,RUSNAK,7352127935, 1417, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14180,JADWIGA,PIĄTEK,8232971245, 1417, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14181,GERARD,HOFFMANN,597579298, 1418, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14182,LAURA,WĘGRZYN,6711857193, 1418, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14183,DANUTA,WOŁOCH,8412156792, 1418, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14184,ALICJA,KURLAND,6762565674, 1418, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14185,MARTYNA,SZKOT,6112328259, 1418, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14186,JACEK,WESOŁOWSKI,56112523662, 1418, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14187,PATRYCJA,WRÓBEL,89102090114, 1418, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14188,DAMIAN,WYSOCKI,568571482, 1418, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14189,DOMINIK,ŻMUDA,6372165318, 1418, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14190,MACIEJ,SZWAJCAR,6733198099, 1418, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14191,MARIUSZ,SZLONZAK,882174550, 1419, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14192,ŁUCJA,KURLANDA,74101046080, 1419, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14193,MARIUSZ,SŁOWIAKOWSKI,6131587568, 1419, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14194,ALEKSANDER,HOFFMANN,5783070852, 1419, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14195,KRZYSZTOF,MAZURKIEWICZ,8261818446, 1419, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14196,ARTUR,WĘGRZYNOWICZ,732223538, 1419, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14197,WOJCIECH,RUS,5892770575, 1419, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14198,DOMINIKA,NIEWIADOMSKI,872226697, 1419, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14199,JAN,SZWEDOWSKI,7682585395, 1419, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14200,DANUTA,SZWARC,645697847, 1419, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14201,DOROTA,GOROL,647229240, 1420, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14202,PIOTR,CHRUSZCZEWSKI,8652045759, 1420, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14203,DONALD,ARABSKI,6172269586, 1420, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14204,PIOTR,TATARCZUK,7682033911, 1420, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14205,PAWEL,ROSJAN,8971036625, 1420, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14206,TOMASZ,GAWROŃSKI,776324213, 1420, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14207,MARTA,GÓRSKI,737253142, 1420, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14208,JAROSŁAW,WYRZYKOWSKI,5771154465, 1420, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14209,DOROTA,ŻYDZIAK,6211321301, 1420, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14210,ALEKSANDER,KURUC,8591325880, 1420, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14211,MARTYNA,TATARA,7091851687, 1421, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14212,BARTOSZ,ARABIK,67122368900, 1421, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14213,KRZYSZTOF,SZWEDA,70101875505, 1421, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14214,BARBARA,AUSTRIJAK,7492129923, 1421, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14215,PRZEMYSLAW,WIECZOREK,6691551989, 1421, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14216,MATEUSZ,MAZUREK,767581503, 1421, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14217,KATARZYNA,CYGAN,8362391748, 1421, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14218,KAROLINA,ARABIK,8721771546, 1421, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14219,MAREK,BÖHM,6071004544, 1421, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14220,PRZEMYSLAW,ROSJAN,70121625890, 1421, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14221,AGATA,WIŚNIEWSKI,6562927835, 1422, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14222,KATARZYNA,SASIN,8222896364, 1422, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14223,KATARZYNA,KOZŁOWSKI,8321296463, 1422, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14224,JAN,CYGAN,6121590326, 1422, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14225,KRYSTYNA,TATAR,845421261, 1422, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14226,BENEDYKT,ŻOCHOWSKI,74102157060, 1422, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14227,DOROTA,WĘGIER,669906365, 1422, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14228,PAWEL,SZWEDZKI,6110461263, 1422, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14229,DOROTA,LITWINOWICZ,84112677933, 1422, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14230,MACIEJ,GALICKI,905161894, 1422, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14231,ŁUCJA,MICIUN,6233098976, 1423, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14232,IZABELA,MALINOWSKI,6533103463, 1423, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14233,ARTUR,SAS,6852283642, 1423, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14234,KAMILA,WOŁOSZEK,8351165475, 1423, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14235,GERARD,WĘGRZYN,895832037, 1423, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14236,MARIUSZ,ŻMUDZIN,602945911, 1423, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14237,PATRYK,PODGÓRSKI,571970903, 1423, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14238,ROZALIA,FRANCUZ,69101022087, 1423, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14239,KAMILA,WRÓBEL,898958250, 1423, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14240,KRYSTYNA,ŻYDZIK,8952340419, 1423, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14241,OLIWIA,RUSNAK,632117976, 1424, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14242,BARBARA,SZWAJCER,7311905492, 1424, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14243,ŁUKASZ,TOPOLSKI,634863756, 1424, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14244,KAMIL,POLESZCZUK,7471200105, 1424, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14245,MACIEJ,HOFFMANN,85111122656, 1424, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14246,DONALD,SUDOŁ,89121315613, 1424, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14247,TOMASZ,KRUPA,71121113821, 1424, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14248,DOMINIK,DUDA,6931070266, 1424, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14249,DAWID,WOŁOCH,8210529741, 1424, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14250,DOROTA,POLESKI,789152284, 1424, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14251,KAROL,CICHOCKI,8032129899, 1425, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14252,JANUSZ,ŚLĄZAK,89111185279, 1425, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14253,KATARZYNA,TOWAREK,805232425, 1425, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14254,KAMIL,KRUPA,807561562, 1425, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14255,ALEKSANDER,LITWINIUK,9012889015, 1425, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14256,JACEK,MAJEWSKI,65123107811, 1425, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14257,BARBARA,GALICKI,7042006620, 1425, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14258,WOJCIECH,GALIŃSKI,8073085665, 1425, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14259,PATRYCJA,SZEWCZYK,7422020123, 1425, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14260,OLIWIER,POTOK,6662641156, 1425, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14261,PAWEL,MAZUREK,837881761, 1426, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14262,WERONIKA,ŻYDEK,83122959739, 1426, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14263,JAKUB,TOPOLSKI,5942721759, 1426, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14264,KAROL,SZWEDZKI,6692070834, 1426, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14265,LEONARD,PRZYBYSZ,8522157614, 1426, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14266,MARTA,MORAW,7710846643, 1426, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14267,DOROTA,WOŁOCH,7182487067, 1426, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14268,ALEKANDRA,KRUPA,8791856053, 1426, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14269,KRYSTYNA,BIAŁORUSKI,733203275, 1426, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14270,DOMINIK,KWIATKOWSKI,832737607, 1426, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14271,MARIUSZ,POLESZUK,5562817618, 1427, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14272,WALDEMAR,SZWEDEK,8541474861, 1427, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14273,BARBARA,ŻMIJEWSKI,7972473052, 1427, NIEUPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
14274,JACEK,RUMUŃSKI,76111943951, 1427, UPRAWNIONY,01.01.2010 00:00:00,31.12.2999 00:00:00
