Identyfikator pracownika,Imię,Nazwisko,Data urodzenia,Telefon,Identyfikator kontraktu,Uprawnienia do nadzoru,Pesel
20946,DANUTA,PETERSBURSKI,25.08.1955 00:00:00,700463039,1485325733,UPRAWNIONY,69011698983
20947,PATRYK,ŻMUDA,31.12.1983 00:00:00,470815111,2064265160,NIEUPRAWNIONY,59082494832
20948,PIOTR,GÓRSKI,04.08.1978 00:00:00,435278398,1895203995,NIEUPRAWNIONY,67081690073
20949,ARTUR,PRUSKI,21.10.1986 00:00:00,543971828,132940649,NIEUPRAWNIONY,72122487122
20950,MATEUSZ,KURLANDA,11.08.1955 00:00:00,981571526,1634978736,UPRAWNIONY,64011446690
20951,MAREK,NIEDZIELSKI,06.08.1969 00:00:00,756579627,1680545301,NIEUPRAWNIONY,87071552382
20952,DAMIAN,WRÓBEL,16.01.1979 00:00:00,901918200,300945541,UPRAWNIONY,89122239926
20953,PATRYCJA,POLESZCZUK,01.11.1982 00:00:00,575061975,1640970537,NIEUPRAWNIONY,86080245213
20954,ALICJA,GAWROŃSKI,03.10.1988 00:00:00,438699132,1618633609,UPRAWNIONY,61021961036
20955,DOMINIKA,KACZMAREK,16.07.1989 00:00:00,210862470,2138131506,NIEUPRAWNIONY,65042057041
20956,PATRYCJA,NIEMCZYK,02.10.1961 00:00:00,974450964,2011322458,UPRAWNIONY,82122279945
20957,DOMINIKA,BÖHM,29.06.1964 00:00:00,945670752,1180462796,UPRAWNIONY,61092649031
20958,ALICJA,LANGE,11.12.1987 00:00:00,374255773,2135894551,NIEUPRAWNIONY,87102267965
20959,DAMIAN,WOŁOCH,03.03.1983 00:00:00,914397681,165204122,UPRAWNIONY,85042303491
20960,ANETA,POLESZCZUK,25.05.1975 00:00:00,629059842,2090234114,NIEUPRAWNIONY,56112981366
20961,KAMIL,TUREK,10.11.1974 00:00:00,864731241,661335356,NIEUPRAWNIONY,55110790520
20962,ARTUR,LITWINIUK,06.10.1960 00:00:00,682599791,595806473,UPRAWNIONY,72010675329
20963,KAROLINA,LEWANDOWSKI,02.04.1982 00:00:00,832768513,40284321,UPRAWNIONY,58111819580
20964,TYTUS,FOGIEL,29.12.1960 00:00:00,775292978,1743134407,UPRAWNIONY,89050214174
20965,LAURA,UKRAINIEC,13.05.1975 00:00:00,594032506,1373914013,NIEUPRAWNIONY,82050938352
20966,KRYSTYNA,CHORWAT,16.12.1959 00:00:00,298871182,1688610297,NIEUPRAWNIONY,57051838479
20967,BRAJAN,RYBICKI,27.08.1968 00:00:00,989953590,665136726,UPRAWNIONY,64080910739
20968,ALEKANDRA,PASTERNAK,11.09.1988 00:00:00,152477540,1856227115,UPRAWNIONY,55011640756
20969,ŁUKASZ,MICIUN,01.12.1977 00:00:00,923585417,1436496154,UPRAWNIONY,78052415042
20970,DONALD,PRUSAK,04.07.1963 00:00:00,716937749,397839817,UPRAWNIONY,76082108166
20971,TYTUS,TATAREK,09.10.1990 00:00:00,940024810,1928377720,UPRAWNIONY,59072497422
20972,MARIUSZ,GÓRAL,28.03.1971 00:00:00,237836437,388547571,NIEUPRAWNIONY,89111539960
20973,PAWEL,BIAŁORUSKI,07.08.1973 00:00:00,879660000,392086181,UPRAWNIONY,65111034708
20974,ARTUR,SOCHA,28.11.1975 00:00:00,458351389,279259327,NIEUPRAWNIONY,78101213594
20975,JAKUB,ŻMIJEWSKI,29.01.1970 00:00:00,703829393,539197231,UPRAWNIONY,78110240140
20976,ŁUKASZ,KURLANDT,24.01.1987 00:00:00,972301269,1944119742,UPRAWNIONY,67020834222
20977,JAN,SASIN,27.11.1979 00:00:00,365739120,1627633137,NIEUPRAWNIONY,63033025081
20978,DAWID,SZLĄZAK,23.05.1990 00:00:00,100836950,574400406,NIEUPRAWNIONY,88042028434
20979,LAURA,JABŁOŃSKI,29.11.1975 00:00:00,808868087,614401910,NIEUPRAWNIONY,70082802232
20980,JAKUB,ŻYDEK,18.07.1964 00:00:00,484098142,499070707,UPRAWNIONY,75030729797
20981,ARTUR,POLESZCZUK,29.02.1972 00:00:00,752939793,768343081,UPRAWNIONY,56070519054
20982,ROZALIA,WYSOCKI,17.12.1964 00:00:00,766501126,891970204,UPRAWNIONY,73071218657
20983,OLIWIA,KOMAN,01.07.1955 00:00:00,613945697,1109870517,UPRAWNIONY,60092546631
20984,DAWID,HOFFMANN,03.02.1969 00:00:00,465278164,365393219,UPRAWNIONY,64082698293
20985,LECH,SUDOŁ,29.11.1957 00:00:00,660049693,2106685446,NIEUPRAWNIONY,89111738153
20986,PIOTR,PODGÓRSKI,07.03.1989 00:00:00,116142154,1752206532,NIEUPRAWNIONY,56042957280
20987,PRZEMYSLAW,KASZUB,11.03.1985 00:00:00,970377175,1321697055,NIEUPRAWNIONY,85111522519
20988,DANUTA,MAZUREK,17.07.1973 00:00:00,210001021,1224747047,UPRAWNIONY,62092498035
20989,DOMINIK,SŁOWACKI,30.07.1974 00:00:00,695902348,428493631,UPRAWNIONY,78031403370
20990,DONALD,SZWED,15.10.1962 00:00:00,178301251,923838227,NIEUPRAWNIONY,73051163918
20991,MACIEJ,BRANDENBURGER,06.02.1973 00:00:00,172624327,1091748684,NIEUPRAWNIONY,56120728426
20992,TYMON,MOSKAL,28.08.1969 00:00:00,468070394,1003569374,NIEUPRAWNIONY,70103074772
20993,PIOTR,SWAT,10.08.1977 00:00:00,495388438,1149945768,NIEUPRAWNIONY,79011343812
20994,AGATA,ROMUN,18.01.1956 00:00:00,972322411,2013078340,NIEUPRAWNIONY,64072957304
20995,OLIWIA,POLESZAK,29.09.1966 00:00:00,366407636,238654782,UPRAWNIONY,55120731907
20996,JAROSŁAW,RUSNAK,29.11.1985 00:00:00,337162185,743430207,UPRAWNIONY,84071043825
20997,AGATA,KURLAND,01.12.1974 00:00:00,258993174,2119657406,NIEUPRAWNIONY,78040917060
20998,ANETA,BORKOWSKI,22.08.1963 00:00:00,849966849,384900138,UPRAWNIONY,89030708468
20999,JOLANTA,SŁOWIAKOWSKI,21.11.1984 00:00:00,802892531,986629661,UPRAWNIONY,55052500767
21000,MARIUSZ,WDOWIAK,01.04.1955 00:00:00,251485279,945603621,UPRAWNIONY,60091417147
21001,JANUSZ,DOBRUCKI,31.10.1985 00:00:00,440675478,349488773,NIEUPRAWNIONY,71082853272
21002,MARIUSZ,WOŁOCH,31.01.1966 00:00:00,970560397,750620497,NIEUPRAWNIONY,79100485884
21003,DAMIAN,PETERSBURSKI,13.06.1981 00:00:00,800430532,674297704,NIEUPRAWNIONY,85102821478
21004,DANUTA,SZWAJCAR,13.10.1974 00:00:00,856536164,1351591850,UPRAWNIONY,58030529478
21005,TOMASZ,MACEDOŃSKI,07.06.1964 00:00:00,175530183,1734193593,UPRAWNIONY,73102796116
21006,DANUTA,SKIBA,28.03.1971 00:00:00,546479666,1068648362,NIEUPRAWNIONY,90041304586
21007,WALDEMAR,SZWEDA,15.04.1974 00:00:00,758219039,279738323,NIEUPRAWNIONY,59112653057
21008,DAMIAN,MALINOWSKI,01.06.1987 00:00:00,407260407,1220350293,NIEUPRAWNIONY,56062865559
21009,DAMIAN,GALICKI,17.07.1956 00:00:00,407527106,367300548,UPRAWNIONY,68061930277
21010,KRZYSZTOF,GREC,22.11.1956 00:00:00,923865265,1643428044,NIEUPRAWNIONY,72010257684
21011,BENEDYKT,ŻYDOWSKI,27.04.1982 00:00:00,811302059,1768275369,NIEUPRAWNIONY,84061071514
21012,OLIWIER,PRUSAK,20.02.1956 00:00:00,712659260,1707363108,UPRAWNIONY,57011508881
21013,KAMILA,TATARA,03.11.1985 00:00:00,466353846,1217794048,UPRAWNIONY,56091848764
21014,LEONARD,LITWIN,25.10.1977 00:00:00,570440390,1483852406,NIEUPRAWNIONY,73122790139
21015,LECH,KŁOSSOWSKI,05.01.1990 00:00:00,194728893,1803437892,UPRAWNIONY,57121495626
21016,KAMILA,MAJEWSKI,29.12.1960 00:00:00,367224202,683452129,UPRAWNIONY,57092032534
21017,TYTUS,PODGÓRSKI,01.04.1981 00:00:00,355162280,999980521,UPRAWNIONY,78102954042
21018,JADWIGA,CHORWAT,02.09.1978 00:00:00,822720868,1647104601,UPRAWNIONY,82031316798
21019,LEONARD,RUSAK,23.04.1989 00:00:00,850154169,1808958665,UPRAWNIONY,74092172001
21020,PATRYK,DĄBROWSKI,03.01.1987 00:00:00,948605021,300258944,NIEUPRAWNIONY,69031847393
21021,KATARZYNA,FRANCUZ,17.04.1982 00:00:00,660901463,2010977921,NIEUPRAWNIONY,64073176882
21022,JOLANTA,LAMPARSKA,28.10.1959 00:00:00,544802385,880030881,UPRAWNIONY,72121780554
21023,KAMILA,BRANDENBURG,25.03.1965 00:00:00,597837278,2032757535,UPRAWNIONY,64091037927
21024,MACIEJ,SŁOWACKI,18.06.1974 00:00:00,522463105,450201435,UPRAWNIONY,62101357237
21025,MARTYNA,TATARSKI,24.02.1983 00:00:00,416920203,1568950734,NIEUPRAWNIONY,66082247420
21026,KAROL,TATAR,03.01.1972 00:00:00,577564679,287706983,UPRAWNIONY,72061577321
21027,ŁUKASZ,SŁOWACKI,22.01.1987 00:00:00,296885837,1768854747,UPRAWNIONY,56041524694
21028,ŁUKASZ,ZIĘBA,03.04.1967 00:00:00,474763750,1773317807,NIEUPRAWNIONY,70111689583
21029,MICHAŁ,MADZIAR,10.05.1958 00:00:00,906120304,1484442737,UPRAWNIONY,68101524998
21030,BENEDYKT,ŚLĄZAK,09.05.1975 00:00:00,474301877,418634076,UPRAWNIONY,65092392452
21031,JAN,CZARNECKI,24.10.1961 00:00:00,380722272,1037349931,UPRAWNIONY,70061522095
21032,ROZALIA,LEWICKI,19.07.1957 00:00:00,327809203,927822460,NIEUPRAWNIONY,73012318512
21033,JOLANTA,LANGE,10.08.1982 00:00:00,249546134,2078040025,NIEUPRAWNIONY,72061986396
21034,OLIWIER,SŁOWIAK,06.07.1967 00:00:00,674680150,195330555,NIEUPRAWNIONY,82020108559
21035,PAWEL,TATARZYN,21.04.1970 00:00:00,612799982,592631682,NIEUPRAWNIONY,63030912326
21036,KATARZYNA,PRUSKI,10.09.1976 00:00:00,624555144,1440480781,UPRAWNIONY,78050873966
21037,LEONARD,ARABSKI,10.04.1972 00:00:00,592628007,909421951,NIEUPRAWNIONY,74100223701
21038,DOROTA,KURLANDA,17.03.1974 00:00:00,643228973,344644137,UPRAWNIONY,90042937096
21039,DAWID,SZWAB,22.06.1962 00:00:00,393827931,1173345388,NIEUPRAWNIONY,76052066161
21040,DAMIAN,SZLONZAK,18.12.1989 00:00:00,922624827,788940475,NIEUPRAWNIONY,56111792617
21041,DAMIAN,DUDA,20.02.1989 00:00:00,351385029,874547981,NIEUPRAWNIONY,89082507823
21042,JAKUB,NIEWIADOMSKI,08.12.1978 00:00:00,498346677,1503593948,NIEUPRAWNIONY,75061783399
21043,ROZALIA,KOMAN,25.01.1980 00:00:00,564862551,705710939,NIEUPRAWNIONY,75102505397
21044,JOLANTA,DOBRUCKI,04.01.1965 00:00:00,845190200,1704993630,NIEUPRAWNIONY,72122766912
21045,MARTA,TATAREK,10.09.1985 00:00:00,402755769,1584016056,NIEUPRAWNIONY,60093013964
21046,TYTUS,WESOŁOWSKI,27.07.1963 00:00:00,826806152,622806708,NIEUPRAWNIONY,88042112011
21047,BARBARA,POTOK,30.05.1959 00:00:00,874029725,1840016342,UPRAWNIONY,74071533526
21048,ROZALIA,BIAŁORUSKI,22.11.1985 00:00:00,410979620,140319286,UPRAWNIONY,76060587204
21049,DONALD,TOWAREK,21.07.1956 00:00:00,411156252,1212884789,NIEUPRAWNIONY,75010291308
21050,ALEKANDRA,SZWEDEK,21.11.1980 00:00:00,252623098,1038575566,NIEUPRAWNIONY,89090357765
21051,PAWEL,KWIATKOWSKI,26.11.1968 00:00:00,527753563,2003630122,NIEUPRAWNIONY,56052608361
21052,OLIWIA,TATARA,09.07.1967 00:00:00,813103191,1092676795,UPRAWNIONY,57021840263
21053,DANUTA,KRAWCZYK,05.08.1964 00:00:00,236260715,1638186219,UPRAWNIONY,82071221211
21054,JAN,PRZYBYSZ,19.10.1958 00:00:00,553710023,2068897957,NIEUPRAWNIONY,57042152536
21055,BENEDYKT,DOBRUCKI,06.04.1975 00:00:00,241095619,1102632585,NIEUPRAWNIONY,71080384592
21056,JACEK,GÓRAL,07.03.1977 00:00:00,953446451,1098739046,UPRAWNIONY,88070320794
21057,DANUTA,DUDA,09.07.1983 00:00:00,111335611,1436095995,UPRAWNIONY,68101260643
21058,BRAJAN,WĘGIERSKI,15.09.1969 00:00:00,578231575,246853921,NIEUPRAWNIONY,55053155098
21059,ALEKANDRA,NIEMCZYK,17.12.1958 00:00:00,755237828,610864977,NIEUPRAWNIONY,88071713107
21060,KAROL,ŚLĄZAK,05.03.1959 00:00:00,323082322,446508463,NIEUPRAWNIONY,57111005807
21061,DOROTA,KASZUBA,17.11.1962 00:00:00,457818667,1738659296,UPRAWNIONY,72010770099
21062,ANETA,PIĄTEK,31.03.1979 00:00:00,383585068,1510737205,UPRAWNIONY,58052266430
21063,KAMILA,GOROL,25.08.1968 00:00:00,119302585,590925964,UPRAWNIONY,89070228419
21064,DOROTA,ARABOWICZ,08.01.1979 00:00:00,683181236,1110750005,NIEUPRAWNIONY,74010508409
21065,JANUSZ,KWIATKOWSKI,08.03.1976 00:00:00,298056870,1485506219,UPRAWNIONY,70100920399
21066,PAWEL,MILLER,15.04.1978 00:00:00,441968873,1685548785,NIEUPRAWNIONY,83122534194
21067,KATARZYNA,MALINOWSKI,05.09.1974 00:00:00,194331472,2011820064,NIEUPRAWNIONY,57050903248
21068,MICHAŁ,SZKOT,14.02.1984 00:00:00,466363971,660357134,UPRAWNIONY,84070280243
21069,MAREK,KRUPA,07.11.1979 00:00:00,758407623,758987272,UPRAWNIONY,58100244056
21070,ARTUR,FOGIEL,24.04.1982 00:00:00,831991771,552279064,NIEUPRAWNIONY,69043084756
21071,KATARZYNA,ŻYDZIK,02.04.1961 00:00:00,567403864,827969270,NIEUPRAWNIONY,75100566932
21072,LECH,POLACZEK,26.09.1964 00:00:00,982436977,1770985936,UPRAWNIONY,90062430412
21073,KAMIL,PODOLAK,23.01.1985 00:00:00,450595581,676021493,NIEUPRAWNIONY,58080863527
21074,JAROSŁAW,PRUSKI,30.06.1976 00:00:00,324303296,1810129102,UPRAWNIONY,82081312996
21075,LAURA,DUDA,04.06.1976 00:00:00,329644562,1899855115,UPRAWNIONY,78060597029
21076,OLIWIA,SWAT,14.10.1976 00:00:00,118018308,81147097,NIEUPRAWNIONY,64022777724
21077,MACIEJ,OLENDER,21.05.1958 00:00:00,163891643,682326868,NIEUPRAWNIONY,84121879772
21078,KRYSTYNA,UKRAINIEC,05.12.1966 00:00:00,153197962,1937312059,UPRAWNIONY,65090627219
21079,DONALD,OLĘDER,17.03.1967 00:00:00,144175728,379603554,NIEUPRAWNIONY,64082547874
21080,AGATA,CZESKI,27.09.1970 00:00:00,811229230,1438562856,NIEUPRAWNIONY,61111876867
21081,OLIWIA,ŻOCHOWSKI,29.07.1961 00:00:00,577461120,2095108693,UPRAWNIONY,77081100962
21082,DANUTA,PRUSKI,21.07.1974 00:00:00,218487844,1881242496,NIEUPRAWNIONY,90042244124
21083,WERONIKA,TATARA,13.05.1975 00:00:00,341835484,909446504,UPRAWNIONY,64020429367
21084,KAROL,SIKORA,08.03.1972 00:00:00,283333515,17427483,UPRAWNIONY,73080675444
21085,PATRYK,GAWROŃSKI,22.10.1968 00:00:00,713491524,372107538,NIEUPRAWNIONY,73011587341
21086,BENEDYKT,PRUSEK,31.08.1970 00:00:00,611430600,56097048,NIEUPRAWNIONY,81073182376
21087,PATRYCJA,RUSAK,23.10.1974 00:00:00,753765869,540718351,UPRAWNIONY,59111968797
21088,WERONIKA,POLAKOWSKI,28.03.1955 00:00:00,181472642,757815869,NIEUPRAWNIONY,79111765344
21089,BARBARA,KUMAN,17.05.1957 00:00:00,750380346,1028754615,UPRAWNIONY,84043023499
21090,OLIWIA,WOŁOCH,25.05.1988 00:00:00,466170129,1425853933,NIEUPRAWNIONY,85052861088
21091,PATRYK,WYSOCKI,11.07.1980 00:00:00,367609621,1116056731,NIEUPRAWNIONY,65040680618
21092,DAMIAN,TATARZYN,10.02.1989 00:00:00,351639078,1657047758,NIEUPRAWNIONY,77033098752
21093,ALEKANDRA,LEWANDOWSKI,04.09.1981 00:00:00,580257247,1060792225,NIEUPRAWNIONY,87030446736
21094,DAMIAN,SUDOŁ,18.03.1961 00:00:00,148369533,182887801,UPRAWNIONY,66051595381
21095,PATRYK,MAZURKIEWICZ,22.03.1957 00:00:00,807419693,1526821056,UPRAWNIONY,80081821186
21096,GERARD,CHORWAT,01.11.1986 00:00:00,118328122,1424706263,UPRAWNIONY,72071080196
21097,ALEKSANDER,POLOCZEK,22.12.1957 00:00:00,616331062,1383184045,UPRAWNIONY,87041294558
21098,ALEKANDRA,SUDOŁ,04.05.1970 00:00:00,878918676,315023523,NIEUPRAWNIONY,72081152797
21099,MATEUSZ,SZLĄZAK,03.12.1965 00:00:00,772363305,615235194,UPRAWNIONY,56022434041
21100,JAN,KOZŁOWSKI,03.12.1979 00:00:00,223119538,1527929089,NIEUPRAWNIONY,61112189733
21101,BARBARA,CZARNECKI,01.11.1966 00:00:00,855184423,993798525,NIEUPRAWNIONY,72082931269
21102,KAROL,KURUC,11.11.1973 00:00:00,332522084,821323121,UPRAWNIONY,82011201356
21103,JAKUB,LAMPARSKI,28.07.1984 00:00:00,397425231,1487276452,NIEUPRAWNIONY,65031052093
21104,PATRYCJA,WIŚNIEWSKI,03.05.1957 00:00:00,583497689,115322881,UPRAWNIONY,68032347028
21105,KAMIL,LITWINOWICZ,11.07.1962 00:00:00,431260203,103606500,UPRAWNIONY,72051848169
21106,JAROSŁAW,CZECH,19.01.1989 00:00:00,396826423,183946167,UPRAWNIONY,75121621794
21107,BARBARA,AUSTRIJAK,12.07.1977 00:00:00,436608894,1563944747,NIEUPRAWNIONY,81012077121
21108,AGATA,MORAWSKI,17.12.1975 00:00:00,768685043,881557376,NIEUPRAWNIONY,76022606278
21109,GERARD,GALIŃSKI,21.11.1955 00:00:00,501520349,911283642,NIEUPRAWNIONY,73101074357
21110,MARTA,LITWIN,05.10.1962 00:00:00,908848520,2093770838,UPRAWNIONY,89111229337
21111,DOMINIK,KURLANDZKI,22.01.1980 00:00:00,767096887,316636951,NIEUPRAWNIONY,74041037044
21112,DOMINIKA,TATARCZUK,20.09.1978 00:00:00,122227872,1433515067,UPRAWNIONY,63110550872
21113,KRZYSZTOF,TOWAREK,08.12.1987 00:00:00,981422006,2031762143,NIEUPRAWNIONY,74050912125
21114,ROZALIA,ROMUN,13.01.1985 00:00:00,224054939,162994942,UPRAWNIONY,72081749184
21115,DANUTA,POLOCZEK,26.09.1969 00:00:00,247415424,1767932745,NIEUPRAWNIONY,59081484431
21116,KAROLINA,SZWAJCAR,05.03.1969 00:00:00,359730717,1225885507,NIEUPRAWNIONY,85010416443
21117,MACIEJ,PIĄTEK,01.08.1984 00:00:00,394031410,1948134490,UPRAWNIONY,75011876553
21118,PRZEMYSLAW,HOLENDER,20.11.1986 00:00:00,394035666,212583030,NIEUPRAWNIONY,65013128314
21119,ROZALIA,KĘDZIERSKI,03.04.1979 00:00:00,534018656,716618094,NIEUPRAWNIONY,73092466777
21120,MAREK,KURLANDA,07.09.1963 00:00:00,154015916,1053213544,NIEUPRAWNIONY,58053195367
21121,MARIUSZ,SŁOWAK,24.06.1983 00:00:00,642438303,1547077419,NIEUPRAWNIONY,66031010587
21122,JAN,GAL,20.11.1960 00:00:00,656148187,1048284274,NIEUPRAWNIONY,71051811792
21123,DONALD,ARABOWICZ,21.09.1983 00:00:00,515524570,286052024,NIEUPRAWNIONY,67092676306
21124,TYTUS,WOŁOCH,08.09.1965 00:00:00,995765628,792865066,NIEUPRAWNIONY,58042337236
21125,MATEUSZ,WDOWIAK,08.04.1982 00:00:00,231518396,694522520,UPRAWNIONY,76010752865
21126,WOJCIECH,ROSJAN,26.05.1964 00:00:00,840915846,365996999,NIEUPRAWNIONY,77112124328
21127,MAREK,KACZMAREK,13.12.1955 00:00:00,973252048,1661062830,UPRAWNIONY,57082420582
21128,OLIWIA,PODGÓRSKI,15.10.1962 00:00:00,686695213,1711765774,NIEUPRAWNIONY,68092295434
21129,JANUSZ,ŁOTYSZ,25.05.1980 00:00:00,514271513,409869691,UPRAWNIONY,75031050642
21130,PIOTR,LITWINIUK,23.08.1990 00:00:00,272492815,313465618,NIEUPRAWNIONY,69060128481
21131,AGATA,OLĘDER,01.02.1983 00:00:00,735512569,1639497382,UPRAWNIONY,81062740195
21132,MICHAŁ,OLENDER,08.09.1979 00:00:00,571809839,197961073,NIEUPRAWNIONY,83062291045
21133,BRAJAN,ŻYDZIK,16.01.1965 00:00:00,311355052,312371711,NIEUPRAWNIONY,80121589203
21134,PAWEL,GÓRAL,01.07.1989 00:00:00,739625727,1440716634,UPRAWNIONY,61062919372
21135,DOMINIK,MACEDOŃSKI,14.03.1973 00:00:00,365789509,939567151,NIEUPRAWNIONY,66012803494
21136,JOLANTA,KRAWCZYK,01.10.1957 00:00:00,223247608,747428373,NIEUPRAWNIONY,77020110406
21137,KATARZYNA,ŻMIJEWSKI,21.07.1986 00:00:00,599583665,2018781519,NIEUPRAWNIONY,63092318192
21138,PATRYK,POLESKI,23.05.1984 00:00:00,785459755,1344811028,UPRAWNIONY,82091694903
21139,DANUTA,PRUSIK,10.05.1959 00:00:00,111079980,1478437104,NIEUPRAWNIONY,57020174819
21140,JADWIGA,RUSIN,09.09.1983 00:00:00,608191965,1186011094,UPRAWNIONY,79101043410
21141,BARTOSZ,KASZUB,21.09.1970 00:00:00,266487862,235894260,NIEUPRAWNIONY,80071801806
21142,GERARD,SŁOWAK,29.11.1987 00:00:00,284008175,214899054,UPRAWNIONY,89060501194
21143,KAROL,TATAR,05.10.1981 00:00:00,227093817,2013190015,UPRAWNIONY,63121575805
21144,LECH,NORWECKI,21.12.1967 00:00:00,754674884,234844502,UPRAWNIONY,87041784917
21145,ROZALIA,PRUŚ,30.08.1960 00:00:00,825138102,483102299,UPRAWNIONY,71091014919
21146,BARTOSZ,KRAWCZYK,29.07.1957 00:00:00,550686657,1043901140,UPRAWNIONY,88061344983
21147,BARTOSZ,OLĘDER,16.03.1959 00:00:00,517191834,1571981236,NIEUPRAWNIONY,86043070422
21148,PATRYK,PODGÓRSKI,13.04.1964 00:00:00,249247702,970481933,UPRAWNIONY,65081266102
21149,DOMINIK,LITWINIUK,02.04.1988 00:00:00,567412384,1230577349,NIEUPRAWNIONY,76012413452
21150,TYMON,WDOWIAK,03.03.1986 00:00:00,637098734,881127746,NIEUPRAWNIONY,87031370274
21151,LECH,STAWECKI,23.11.1982 00:00:00,808353407,716619309,NIEUPRAWNIONY,87082027247
21152,MARTYNA,ŚLĄZAK,15.03.1983 00:00:00,822931024,983632890,NIEUPRAWNIONY,69012195964
21153,ANETA,CIEŚLAK,29.06.1955 00:00:00,481720703,1898044273,UPRAWNIONY,58082877420
21154,TYTUS,WYSOCKI,01.01.1976 00:00:00,692999405,1517920445,UPRAWNIONY,72110812898
21155,DOROTA,SLEZAK,02.07.1983 00:00:00,320942010,117135960,UPRAWNIONY,60081909919
21156,DOMINIKA,AMSTERDAMSKI,30.09.1957 00:00:00,839392867,1438811801,NIEUPRAWNIONY,90101404972
21157,AGATA,POLESIAK,11.12.1961 00:00:00,350806468,719838317,UPRAWNIONY,70112490478
21158,ROZALIA,ŻOCHOWSKI,01.01.1959 00:00:00,974862992,1649455103,NIEUPRAWNIONY,61030662562
21159,KATARZYNA,SKIBA,26.12.1983 00:00:00,609270270,450265070,NIEUPRAWNIONY,68111581437
21160,MARTA,NIEDZIELSKI,01.07.1967 00:00:00,320905683,2126953890,NIEUPRAWNIONY,75120900422
21161,PATRYCJA,OLENDER,09.04.1955 00:00:00,823558791,672369210,NIEUPRAWNIONY,76112510460
21162,MARTYNA,CHRUSZCZEWSKI,06.09.1975 00:00:00,499557782,608537347,UPRAWNIONY,73051701732
21163,DAWID,POLESIAK,26.07.1977 00:00:00,947656639,1824727722,NIEUPRAWNIONY,85101012017
21164,ALEKANDRA,RUSAK,07.06.1983 00:00:00,777886495,1861642586,NIEUPRAWNIONY,70012962295
21165,LAURA,ŚLĄZAK,06.08.1966 00:00:00,913366392,595742537,UPRAWNIONY,78052959376
21166,BARTOSZ,UKRAINIEC,26.09.1956 00:00:00,176127598,1749340761,UPRAWNIONY,76091214311
21167,JACEK,SZWEDOWSKI,02.11.1981 00:00:00,384806869,1763534663,NIEUPRAWNIONY,55010251491
21168,ROZALIA,SŁOWIAKOWSKI,22.09.1957 00:00:00,147027412,1522927535,UPRAWNIONY,56011681431
21169,MACIEJ,SŁOWIAK,22.03.1988 00:00:00,666968395,1709210687,NIEUPRAWNIONY,80041568144
21170,ŁUCJA,POTOK,14.12.1963 00:00:00,485637627,2087101095,NIEUPRAWNIONY,81033082589
21171,MACIEJ,SŁOWACKI,10.09.1988 00:00:00,466099063,1375597632,NIEUPRAWNIONY,65121949489
21172,LAURA,GOROL,19.04.1969 00:00:00,459652332,2046123433,NIEUPRAWNIONY,60072006963
21173,KAMIL,BRANDENBURGER,15.12.1966 00:00:00,106120766,46997603,NIEUPRAWNIONY,57052927830
21174,MARIUSZ,GALICKI,31.05.1956 00:00:00,748809293,1155104048,NIEUPRAWNIONY,83011770202
21175,TYTUS,ARABIK,19.09.1969 00:00:00,368856800,1671488007,NIEUPRAWNIONY,79080900350
21176,ALICJA,POTOK,28.05.1972 00:00:00,122013305,1748278124,NIEUPRAWNIONY,83102331477
21177,JAN,POTOK,13.10.1976 00:00:00,598475209,1730685841,NIEUPRAWNIONY,78061491350
21178,ANETA,SŁOWAK,19.09.1962 00:00:00,626366592,1188653054,NIEUPRAWNIONY,76100684094
21179,PIOTR,KIJOWSKI,08.03.1964 00:00:00,616490190,1473207511,UPRAWNIONY,75120555398
21180,JOLANTA,KOMAN,14.06.1983 00:00:00,398784033,834634408,NIEUPRAWNIONY,55070268866
21181,IZABELA,SIKORA,01.04.1979 00:00:00,957706373,611285597,NIEUPRAWNIONY,79091919953
21182,KRYSTYNA,SLEZAK,07.10.1968 00:00:00,409254298,342871617,UPRAWNIONY,59103081187
21183,KAMIL,BÖHM,27.09.1967 00:00:00,787025690,694706328,NIEUPRAWNIONY,90022402251
21184,BENEDYKT,SZWEDZIAK,25.03.1971 00:00:00,181205543,2021715979,UPRAWNIONY,61102474999
21185,KAROLINA,BRANDENBURGER,30.11.1983 00:00:00,551856592,276849079,NIEUPRAWNIONY,65091462735
21186,ALEKSANDER,SZLĄZAK,03.11.1962 00:00:00,319595139,1794345707,NIEUPRAWNIONY,61040533071
21187,MACIEJ,RUMUŃSKI,23.12.1961 00:00:00,759688931,1983869809,NIEUPRAWNIONY,64010339190
21188,TOMASZ,DĄBROWSKI,16.10.1964 00:00:00,198974313,1889777424,UPRAWNIONY,82010232768
21189,PATRYK,SZKOT,24.02.1972 00:00:00,626715576,1371737359,UPRAWNIONY,78043042745
21190,ANETA,SŁOWIAK,24.03.1984 00:00:00,231236921,2076023323,UPRAWNIONY,62103131499
21191,KAROLINA,KOMAN,06.12.1957 00:00:00,392867789,778161839,NIEUPRAWNIONY,81082930622
21192,KRZYSZTOF,GALIŃSKI,06.12.1964 00:00:00,230188024,557869568,NIEUPRAWNIONY,90081446151
21193,ŁUCJA,WŁOCH,02.09.1957 00:00:00,833267444,1113315288,NIEUPRAWNIONY,88012058203
21194,MACIEJ,HOLLAND,31.03.1965 00:00:00,386461247,1747640057,NIEUPRAWNIONY,58091691736
